,time,team,x_pos_1,x_pos_2,x_pos_3,x_pos_4,x_pos_5,x_pos_6,x_pos_7,y_pos_1,y_pos_2,y_pos_3,y_pos_4,y_pos_5,y_pos_6,y_pos_7,x_pos_ball,y_pos_ball,ballControl
428,253,0,79.0,283.0,82.0,196.0,363.0,222.0,,205.0,275.0,263.0,338.0,225.0,94.0,,434,266,0
429,253,1,595.0,580.0,405.0,462.0,474.0,401.0,636.0,267.0,222.0,137.0,270.0,229.0,374.0,253.0,434,266,1
430,254,0,283.0,80.0,364.0,223.0,196.0,81.0,,274.0,207.0,227.0,94.0,338.0,263.0,,434,266,0
431,254,1,636.0,405.0,400.0,474.0,462.0,580.0,594.0,254.0,137.0,374.0,231.0,270.0,222.0,268.0,434,266,1
432,255,0,223.0,196.0,284.0,364.0,80.0,80.0,,95.0,338.0,274.0,225.0,208.0,262.0,,434,266,0
433,255,1,462.0,400.0,474.0,580.0,406.0,594.0,,271.0,373.0,232.0,222.0,137.0,269.0,,434,266,1
434,256,0,80.0,284.0,223.0,79.0,196.0,365.0,,212.0,275.0,94.0,263.0,338.0,226.0,,433,266,0
435,256,1,579.0,462.0,405.0,474.0,594.0,399.0,,223.0,271.0,136.0,231.0,270.0,372.0,,433,266,1
436,257,0,197.0,80.0,222.0,284.0,366.0,79.0,,337.0,213.0,93.0,276.0,226.0,263.0,,433,266,0
437,257,1,404.0,399.0,462.0,473.0,595.0,579.0,,135.0,370.0,271.0,233.0,269.0,223.0,,433,266,1
438,258,0,79.0,80.0,198.0,368.0,285.0,222.0,,263.0,213.0,338.0,226.0,277.0,93.0,,433,265,0
439,258,1,473.0,403.0,399.0,579.0,463.0,595.0,,231.0,136.0,369.0,224.0,271.0,268.0,,433,265,1
440,259,0,79.0,222.0,79.0,370.0,198.0,285.0,,264.0,93.0,213.0,226.0,338.0,276.0,,433,265,0
441,259,1,399.0,402.0,595.0,472.0,463.0,580.0,,368.0,136.0,269.0,231.0,270.0,224.0,,433,265,1
442,260,0,222.0,197.0,79.0,370.0,285.0,79.0,,93.0,337.0,264.0,227.0,277.0,213.0,,433,265,0
443,260,1,594.0,463.0,581.0,399.0,400.0,471.0,,269.0,270.0,223.0,367.0,137.0,232.0,,433,265,1
444,261,0,79.0,371.0,285.0,222.0,78.0,197.0,,264.0,228.0,276.0,93.0,213.0,337.0,,433,265,0
445,261,1,464.0,400.0,399.0,581.0,594.0,471.0,,270.0,139.0,367.0,222.0,269.0,232.0,,433,265,1
446,262,0,196.0,371.0,222.0,79.0,286.0,78.0,,338.0,227.0,93.0,264.0,276.0,213.0,,433,265,0
447,262,1,470.0,594.0,399.0,463.0,581.0,399.0,,233.0,269.0,138.0,270.0,221.0,367.0,,433,265,1
448,263,0,222.0,195.0,79.0,79.0,288.0,372.0,,93.0,338.0,263.0,214.0,276.0,226.0,,433,265,0
449,263,1,398.0,463.0,470.0,594.0,399.0,582.0,,137.0,272.0,232.0,269.0,367.0,220.0,,433,265,1
450,264,0,289.0,222.0,79.0,195.0,373.0,79.0,,276.0,94.0,263.0,338.0,227.0,213.0,,434,264,0
451,264,1,398.0,470.0,594.0,582.0,397.0,462.0,,366.0,233.0,269.0,219.0,135.0,273.0,,434,264,1
452,265,0,194.0,222.0,290.0,78.0,79.0,374.0,,338.0,93.0,276.0,263.0,212.0,229.0,,433,265,0
453,265,1,594.0,397.0,397.0,581.0,462.0,470.0,,269.0,136.0,366.0,219.0,274.0,234.0,,433,265,1
454,266,0,290.0,222.0,374.0,194.0,79.0,79.0,,277.0,93.0,230.0,338.0,213.0,264.0,,433,265,0
455,266,1,397.0,469.0,594.0,462.0,581.0,396.0,,137.0,234.0,269.0,274.0,219.0,366.0,,433,265,1
456,267,0,193.0,375.0,79.0,222.0,290.0,78.0,,338.0,231.0,265.0,93.0,277.0,211.0,,433,265,0
457,267,1,395.0,594.0,396.0,581.0,462.0,469.0,,367.0,268.0,137.0,219.0,273.0,235.0,,433,265,1
458,268,0,291.0,192.0,78.0,78.0,375.0,222.0,,275.0,338.0,210.0,264.0,233.0,93.0,,433,265,0
459,268,1,582.0,462.0,593.0,396.0,469.0,393.0,,218.0,273.0,269.0,139.0,236.0,367.0,,433,265,1
460,269,0,223.0,77.0,191.0,291.0,376.0,78.0,,94.0,209.0,338.0,275.0,233.0,264.0,,433,265,0
461,269,1,593.0,469.0,582.0,396.0,392.0,462.0,,270.0,236.0,218.0,140.0,366.0,274.0,,433,265,1
462,270,0,78.0,78.0,292.0,223.0,191.0,376.0,,263.0,210.0,275.0,94.0,338.0,234.0,,433,265,0
463,270,1,391.0,462.0,396.0,470.0,593.0,581.0,,366.0,274.0,140.0,234.0,272.0,218.0,,433,265,1
464,271,0,377.0,190.0,78.0,78.0,292.0,223.0,,234.0,338.0,264.0,211.0,275.0,94.0,,433,265,0
465,271,1,469.0,592.0,390.0,396.0,582.0,462.0,,234.0,273.0,365.0,140.0,217.0,273.0,,433,265,1
466,272,0,292.0,78.0,223.0,190.0,378.0,78.0,,276.0,263.0,94.0,339.0,234.0,212.0,,433,266,0
467,272,1,469.0,462.0,592.0,389.0,581.0,396.0,,234.0,273.0,274.0,365.0,217.0,140.0,,433,266,1
468,273,0,379.0,222.0,292.0,78.0,191.0,78.0,,234.0,94.0,278.0,263.0,338.0,213.0,,433,266,0
469,273,1,591.0,463.0,395.0,389.0,468.0,581.0,,276.0,274.0,140.0,365.0,235.0,218.0,,433,266,1
470,274,0,222.0,78.0,381.0,293.0,80.0,191.0,,94.0,213.0,234.0,279.0,264.0,338.0,,433,265,0
471,274,1,394.0,388.0,467.0,581.0,463.0,593.0,,141.0,365.0,236.0,217.0,274.0,275.0,,433,265,1
472,275,0,294.0,77.0,192.0,381.0,80.0,222.0,,278.0,212.0,338.0,235.0,264.0,94.0,,433,265,0
473,275,1,466.0,393.0,388.0,593.0,581.0,463.0,,236.0,141.0,366.0,275.0,218.0,274.0,,433,265,1
474,276,0,222.0,294.0,191.0,78.0,382.0,81.0,,94.0,278.0,337.0,213.0,235.0,264.0,,433,266,0
475,276,1,392.0,464.0,466.0,581.0,593.0,389.0,,143.0,274.0,236.0,218.0,276.0,367.0,,433,266,1
476,277,0,191.0,77.0,222.0,295.0,81.0,382.0,,337.0,213.0,94.0,278.0,263.0,235.0,,433,265,0
477,277,1,465.0,593.0,464.0,390.0,582.0,389.0,,236.0,276.0,272.0,145.0,218.0,367.0,,433,265,1
478,278,0,222.0,383.0,296.0,82.0,191.0,78.0,,94.0,236.0,278.0,263.0,337.0,212.0,,434,264,0
479,278,1,390.0,465.0,465.0,593.0,389.0,583.0,,146.0,272.0,236.0,277.0,366.0,217.0,,434,264,1
480,279,0,297.0,82.0,78.0,222.0,384.0,190.0,,279.0,262.0,213.0,94.0,236.0,337.0,,433,265,0
481,279,1,465.0,584.0,389.0,593.0,465.0,389.0,,236.0,216.0,367.0,278.0,273.0,147.0,,433,265,1
482,280,0,78.0,189.0,82.0,298.0,385.0,222.0,,213.0,337.0,262.0,279.0,239.0,94.0,,433,266,0
483,280,1,465.0,465.0,585.0,593.0,388.0,388.0,,238.0,274.0,216.0,277.0,366.0,148.0,,433,266,1
484,281,0,189.0,83.0,222.0,385.0,298.0,77.0,,337.0,263.0,94.0,241.0,278.0,212.0,,433,266,0
485,281,1,386.0,465.0,585.0,465.0,593.0,388.0,,366.0,274.0,216.0,238.0,277.0,148.0,,433,266,1
486,282,0,386.0,188.0,298.0,83.0,77.0,222.0,,242.0,337.0,278.0,263.0,212.0,93.0,,433,266,0
487,282,1,388.0,585.0,465.0,593.0,465.0,386.0,,149.0,215.0,274.0,277.0,238.0,366.0,,433,266,1
488,283,0,77.0,385.0,222.0,83.0,298.0,188.0,,212.0,242.0,93.0,263.0,277.0,337.0,,433,266,0
489,283,1,465.0,465.0,384.0,585.0,388.0,593.0,,239.0,274.0,366.0,215.0,148.0,277.0,,433,266,1
490,284,0,386.0,298.0,77.0,188.0,84.0,222.0,,242.0,277.0,212.0,337.0,264.0,93.0,,433,266,0
491,284,1,465.0,383.0,593.0,388.0,585.0,465.0,,274.0,365.0,277.0,148.0,215.0,238.0,,433,266,1
492,285,0,187.0,299.0,78.0,387.0,222.0,84.0,,336.0,276.0,213.0,242.0,93.0,265.0,,433,265,0
493,285,1,381.0,593.0,585.0,465.0,388.0,465.0,,365.0,278.0,215.0,273.0,148.0,240.0,,433,265,1
494,286,0,77.0,187.0,84.0,299.0,222.0,387.0,,212.0,335.0,265.0,275.0,93.0,242.0,,433,265,0
495,286,1,388.0,381.0,466.0,593.0,584.0,466.0,,149.0,364.0,241.0,278.0,215.0,273.0,,433,265,1
496,287,0,77.0,222.0,84.0,300.0,388.0,187.0,,213.0,93.0,265.0,275.0,243.0,335.0,,433,266,0
497,287,1,584.0,466.0,593.0,388.0,465.0,380.0,,216.0,273.0,279.0,149.0,241.0,364.0,,433,266,1
498,288,0,222.0,187.0,301.0,84.0,78.0,390.0,,93.0,335.0,276.0,265.0,213.0,242.0,,433,266,0
499,288,1,593.0,465.0,379.0,466.0,584.0,388.0,,279.0,243.0,363.0,274.0,216.0,149.0,,433,266,1
500,289,0,391.0,78.0,188.0,84.0,222.0,301.0,,243.0,213.0,335.0,265.0,94.0,277.0,,433,265,0
501,289,1,379.0,593.0,388.0,465.0,466.0,584.0,,363.0,280.0,150.0,245.0,274.0,216.0,,433,265,1
502,290,0,300.0,77.0,188.0,85.0,392.0,222.0,,277.0,212.0,334.0,265.0,245.0,93.0,,433,265,0
503,290,1,593.0,585.0,464.0,466.0,379.0,387.0,,280.0,216.0,247.0,274.0,364.0,150.0,,433,265,1
504,291,0,189.0,392.0,85.0,301.0,222.0,77.0,,334.0,244.0,266.0,278.0,94.0,211.0,,433,265,0
505,291,1,585.0,467.0,593.0,378.0,386.0,463.0,,216.0,274.0,280.0,367.0,151.0,247.0,,433,265,1
506,292,0,393.0,222.0,77.0,301.0,189.0,86.0,,244.0,93.0,211.0,276.0,333.0,266.0,,433,265,0
507,292,1,593.0,467.0,586.0,378.0,463.0,385.0,,280.0,273.0,217.0,367.0,245.0,154.0,,433,265,1
508,293,0,188.0,393.0,87.0,222.0,77.0,303.0,,331.0,243.0,266.0,93.0,211.0,277.0,,433,265,0
509,293,1,378.0,468.0,587.0,593.0,463.0,384.0,,367.0,272.0,216.0,280.0,245.0,156.0,,433,265,1
510,294,0,395.0,87.0,304.0,188.0,77.0,222.0,,244.0,266.0,277.0,330.0,211.0,93.0,,433,265,0
511,294,1,587.0,463.0,378.0,468.0,593.0,383.0,,216.0,246.0,367.0,271.0,280.0,155.0,,433,265,1
512,295,0,187.0,305.0,77.0,87.0,396.0,222.0,,329.0,278.0,211.0,266.0,247.0,93.0,,433,265,0
513,295,1,378.0,593.0,587.0,383.0,462.0,468.0,,367.0,280.0,216.0,155.0,248.0,270.0,,433,265,1
514,296,0,396.0,222.0,305.0,88.0,187.0,77.0,,247.0,93.0,278.0,266.0,329.0,211.0,,433,265,0
515,296,1,588.0,468.0,383.0,593.0,378.0,462.0,,215.0,269.0,155.0,280.0,367.0,248.0,,433,265,1
516,297,0,87.0,396.0,222.0,187.0,77.0,306.0,,265.0,249.0,93.0,329.0,211.0,277.0,,433,265,0
517,297,1,382.0,467.0,588.0,593.0,377.0,463.0,,154.0,269.0,215.0,280.0,367.0,249.0,,433,265,1
518,298,0,87.0,398.0,222.0,186.0,307.0,77.0,,265.0,252.0,94.0,329.0,277.0,211.0,,433,265,1
519,298,1,376.0,462.0,588.0,382.0,593.0,467.0,,367.0,250.0,215.0,154.0,280.0,269.0,,433,265,1
520,299,0,307.0,397.0,187.0,223.0,87.0,77.0,,276.0,252.0,329.0,95.0,264.0,211.0,,433,265,1
521,299,1,381.0,593.0,375.0,588.0,467.0,462.0,,155.0,280.0,367.0,215.0,269.0,251.0,,433,265,1
522,300,0,88.0,398.0,307.0,77.0,186.0,223.0,,265.0,251.0,275.0,211.0,329.0,95.0,,433,265,1
523,300,1,593.0,382.0,373.0,467.0,462.0,588.0,,280.0,156.0,367.0,270.0,250.0,215.0,,433,265,1
524,301,0,399.0,308.0,77.0,88.0,223.0,186.0,,253.0,274.0,211.0,266.0,95.0,328.0,,433,265,1
525,301,1,382.0,467.0,373.0,588.0,593.0,462.0,,156.0,269.0,366.0,215.0,280.0,250.0,,433,265,1
526,302,0,76.0,222.0,87.0,399.0,186.0,308.0,,211.0,95.0,266.0,253.0,328.0,275.0,,433,265,1
527,302,1,588.0,382.0,593.0,461.0,372.0,467.0,,215.0,155.0,280.0,251.0,366.0,269.0,,433,265,1
528,303,0,187.0,87.0,77.0,401.0,222.0,308.0,,328.0,265.0,211.0,251.0,95.0,277.0,,433,266,1
529,303,1,467.0,593.0,383.0,371.0,459.0,588.0,,269.0,280.0,155.0,366.0,251.0,214.0,,433,266,1
530,304,0,309.0,402.0,222.0,187.0,88.0,77.0,,278.0,252.0,95.0,329.0,266.0,210.0,,434,265,1
531,304,1,383.0,589.0,371.0,593.0,468.0,458.0,,154.0,214.0,366.0,279.0,269.0,251.0,,434,265,1
532,305,0,222.0,77.0,89.0,188.0,403.0,309.0,,95.0,211.0,266.0,329.0,251.0,279.0,,434,265,1
533,305,1,593.0,457.0,382.0,371.0,589.0,468.0,,279.0,250.0,154.0,366.0,214.0,270.0,,434,265,1
534,306,0,222.0,187.0,404.0,77.0,310.0,90.0,,94.0,328.0,252.0,210.0,279.0,267.0,,434,266,1
535,306,1,381.0,593.0,469.0,371.0,589.0,457.0,,158.0,279.0,269.0,367.0,214.0,250.0,,434,266,1
536,307,0,404.0,222.0,310.0,77.0,92.0,187.0,,252.0,94.0,279.0,210.0,267.0,326.0,,434,265,1
537,307,1,381.0,470.0,371.0,593.0,589.0,456.0,,160.0,270.0,367.0,279.0,214.0,250.0,,434,265,1
538,308,0,222.0,311.0,187.0,405.0,77.0,92.0,,93.0,279.0,325.0,252.0,210.0,266.0,,434,265,1
539,308,1,470.0,371.0,593.0,590.0,379.0,456.0,,270.0,367.0,279.0,215.0,161.0,250.0,,434,265,1
540,309,0,222.0,77.0,312.0,186.0,93.0,406.0,,94.0,210.0,278.0,325.0,266.0,252.0,,434,265,1
541,309,1,456.0,371.0,593.0,469.0,590.0,379.0,,250.0,367.0,280.0,269.0,215.0,163.0,,434,265,1
542,310,0,222.0,93.0,186.0,314.0,77.0,407.0,,93.0,266.0,325.0,278.0,210.0,253.0,,434,265,1
543,310,1,590.0,378.0,456.0,371.0,468.0,593.0,,215.0,165.0,251.0,367.0,269.0,279.0,,434,265,1
544,311,0,185.0,316.0,408.0,77.0,222.0,93.0,,325.0,278.0,256.0,211.0,93.0,265.0,,434,265,1
545,311,1,468.0,378.0,591.0,593.0,457.0,371.0,,269.0,165.0,214.0,279.0,251.0,367.0,,434,265,1
546,312,0,185.0,93.0,316.0,77.0,408.0,222.0,,325.0,264.0,279.0,210.0,256.0,93.0,,434,265,1
547,312,1,457.0,371.0,468.0,593.0,378.0,591.0,,250.0,367.0,269.0,279.0,165.0,214.0,,434,265,1
548,313,0,93.0,316.0,185.0,408.0,222.0,77.0,,263.0,278.0,325.0,257.0,93.0,211.0,,433,265,1
549,313,1,378.0,371.0,457.0,591.0,468.0,593.0,,165.0,367.0,251.0,214.0,269.0,279.0,,433,265,1
550,314,0,408.0,77.0,316.0,222.0,185.0,92.0,,257.0,211.0,277.0,93.0,325.0,263.0,,433,265,1
551,314,1,457.0,377.0,590.0,593.0,468.0,370.0,,252.0,165.0,214.0,279.0,269.0,367.0,,433,265,1
552,315,0,94.0,222.0,408.0,77.0,185.0,316.0,,263.0,93.0,256.0,210.0,324.0,276.0,,433,265,1
553,315,1,377.0,456.0,468.0,370.0,593.0,591.0,,165.0,251.0,269.0,367.0,279.0,214.0,,433,265,1
554,316,0,77.0,95.0,318.0,409.0,222.0,185.0,,211.0,264.0,276.0,258.0,93.0,324.0,,433,266,1
555,316,1,370.0,593.0,456.0,469.0,377.0,591.0,,367.0,279.0,250.0,269.0,166.0,214.0,,433,266,1
556,317,0,319.0,222.0,96.0,185.0,409.0,77.0,,276.0,93.0,265.0,324.0,257.0,211.0,,433,266,1
557,317,1,470.0,377.0,371.0,593.0,591.0,456.0,,269.0,166.0,367.0,279.0,214.0,252.0,,433,266,1
558,318,0,185.0,96.0,77.0,319.0,222.0,409.0,,324.0,266.0,211.0,277.0,93.0,256.0,,433,266,1
559,318,1,371.0,593.0,591.0,470.0,455.0,377.0,,367.0,279.0,213.0,270.0,254.0,165.0,,433,266,1
560,319,0,320.0,186.0,410.0,222.0,77.0,96.0,,278.0,324.0,256.0,94.0,210.0,266.0,,434,265,1
561,319,1,593.0,371.0,378.0,470.0,591.0,455.0,,280.0,367.0,165.0,269.0,212.0,254.0,,434,265,1
562,320,0,222.0,186.0,410.0,97.0,77.0,321.0,,93.0,324.0,256.0,267.0,210.0,277.0,,434,264,1
563,320,1,455.0,378.0,371.0,470.0,591.0,593.0,,254.0,165.0,367.0,269.0,212.0,279.0,,434,264,1
564,321,0,186.0,78.0,97.0,321.0,222.0,410.0,,324.0,212.0,267.0,278.0,94.0,257.0,,434,264,1
565,321,1,455.0,371.0,591.0,471.0,377.0,594.0,,255.0,367.0,212.0,269.0,165.0,279.0,,434,264,1
566,322,0,77.0,222.0,322.0,186.0,410.0,98.0,,211.0,94.0,277.0,324.0,257.0,267.0,,434,264,1
567,322,1,594.0,376.0,471.0,591.0,371.0,454.0,,279.0,165.0,270.0,212.0,367.0,254.0,,434,264,1
568,323,0,186.0,99.0,410.0,77.0,323.0,222.0,,325.0,267.0,257.0,211.0,277.0,94.0,,434,265,1
569,323,1,454.0,591.0,371.0,375.0,594.0,471.0,,254.0,212.0,367.0,167.0,279.0,270.0,,434,265,1
570,324,0,99.0,326.0,411.0,78.0,222.0,185.0,,267.0,278.0,257.0,212.0,93.0,325.0,,434,265,1
571,324,1,374.0,471.0,591.0,371.0,454.0,593.0,,169.0,272.0,213.0,367.0,256.0,280.0,,434,265,1
572,325,0,411.0,222.0,78.0,327.0,100.0,185.0,,257.0,94.0,212.0,278.0,265.0,327.0,,434,265,1
573,325,1,593.0,471.0,373.0,454.0,591.0,371.0,,280.0,272.0,169.0,256.0,213.0,367.0,,434,265,1
574,326,0,100.0,185.0,328.0,411.0,78.0,222.0,,266.0,327.0,278.0,257.0,212.0,94.0,,434,265,1
575,326,1,594.0,371.0,470.0,454.0,373.0,591.0,,279.0,367.0,273.0,257.0,170.0,213.0,,434,265,1
576,327,0,100.0,184.0,222.0,329.0,78.0,412.0,,265.0,329.0,94.0,278.0,212.0,260.0,,433,266,1
577,327,1,592.0,455.0,372.0,469.0,594.0,371.0,,213.0,257.0,173.0,274.0,279.0,367.0,,433,266,1
578,328,0,100.0,412.0,184.0,222.0,329.0,78.0,,266.0,261.0,329.0,94.0,279.0,212.0,,434,265,1
579,328,1,455.0,592.0,594.0,469.0,372.0,371.0,,257.0,213.0,278.0,274.0,174.0,367.0,,434,265,1
580,329,0,330.0,78.0,222.0,184.0,100.0,412.0,,279.0,210.0,94.0,330.0,265.0,262.0,,433,265,1
581,329,1,371.0,455.0,592.0,372.0,470.0,594.0,,367.0,258.0,213.0,174.0,274.0,279.0,,433,265,1
582,330,0,100.0,330.0,182.0,222.0,78.0,412.0,,264.0,278.0,330.0,94.0,210.0,264.0,,433,266,1
583,330,1,594.0,371.0,455.0,470.0,592.0,371.0,,279.0,174.0,258.0,274.0,213.0,367.0,,433,266,1
584,331,0,182.0,222.0,413.0,331.0,78.0,100.0,,330.0,94.0,264.0,277.0,211.0,265.0,,434,266,1
585,331,1,370.0,456.0,471.0,591.0,371.0,594.0,,174.0,257.0,272.0,213.0,367.0,279.0,,434,266,1
586,332,0,413.0,180.0,333.0,222.0,101.0,79.0,,267.0,331.0,278.0,93.0,265.0,211.0,,433,266,1
587,332,1,371.0,370.0,594.0,592.0,472.0,455.0,,367.0,173.0,279.0,212.0,270.0,258.0,,433,266,1
588,333,0,79.0,413.0,179.0,101.0,333.0,222.0,,211.0,270.0,330.0,265.0,280.0,94.0,,433,266,1
589,333,1,473.0,455.0,594.0,370.0,592.0,371.0,,271.0,258.0,279.0,173.0,212.0,367.0,,433,266,1
590,334,0,335.0,178.0,222.0,79.0,101.0,413.0,,280.0,330.0,94.0,211.0,265.0,271.0,,433,266,1
591,334,1,371.0,594.0,370.0,592.0,455.0,473.0,,367.0,279.0,172.0,211.0,258.0,270.0,,433,266,1
592,335,0,413.0,78.0,178.0,222.0,101.0,336.0,,270.0,211.0,330.0,94.0,266.0,280.0,,433,266,1
593,335,1,370.0,454.0,473.0,593.0,592.0,371.0,,171.0,259.0,269.0,279.0,210.0,367.0,,433,266,1
594,336,0,101.0,78.0,178.0,413.0,336.0,222.0,,265.0,209.0,330.0,270.0,280.0,94.0,,433,266,1
595,336,1,454.0,370.0,594.0,473.0,592.0,371.0,,259.0,171.0,279.0,269.0,211.0,367.0,,433,266,1
596,337,0,338.0,222.0,178.0,78.0,103.0,413.0,,281.0,94.0,330.0,210.0,265.0,272.0,,433,266,1
597,337,1,371.0,370.0,594.0,592.0,472.0,454.0,,367.0,170.0,279.0,213.0,270.0,257.0,,433,266,1
598,338,0,78.0,104.0,178.0,222.0,414.0,339.0,,211.0,266.0,330.0,94.0,272.0,281.0,,433,266,1
599,338,1,454.0,372.0,594.0,592.0,470.0,369.0,,257.0,368.0,279.0,213.0,273.0,170.0,,433,266,1
600,339,0,179.0,105.0,78.0,222.0,414.0,341.0,,330.0,267.0,210.0,94.0,273.0,281.0,,433,266,1
601,339,1,469.0,594.0,368.0,592.0,371.0,455.0,,275.0,279.0,171.0,214.0,367.0,256.0,,433,266,1
602,340,0,106.0,222.0,178.0,341.0,79.0,415.0,,266.0,94.0,330.0,281.0,212.0,272.0,,433,266,1
603,340,1,366.0,455.0,467.0,371.0,594.0,592.0,,171.0,255.0,277.0,367.0,279.0,214.0,,433,266,1
604,341,0,106.0,415.0,178.0,222.0,80.0,342.0,,266.0,273.0,329.0,94.0,213.0,280.0,,433,265,1
605,341,1,466.0,593.0,365.0,371.0,456.0,594.0,,276.0,214.0,173.0,367.0,255.0,279.0,,433,265,1
606,342,0,415.0,342.0,222.0,106.0,178.0,80.0,,273.0,281.0,94.0,266.0,329.0,213.0,,433,266,1
607,342,1,467.0,593.0,372.0,456.0,594.0,365.0,,276.0,214.0,368.0,256.0,279.0,174.0,,433,266,1
608,343,0,106.0,342.0,80.0,222.0,178.0,415.0,,265.0,280.0,213.0,94.0,329.0,273.0,,433,266,1
609,343,1,594.0,594.0,466.0,372.0,457.0,365.0,,214.0,279.0,276.0,368.0,255.0,174.0,,433,266,1
610,344,0,415.0,342.0,222.0,178.0,106.0,80.0,,272.0,280.0,94.0,331.0,265.0,213.0,,433,266,1
611,344,1,457.0,372.0,364.0,466.0,594.0,594.0,,255.0,368.0,174.0,277.0,279.0,214.0,,433,266,1
612,345,0,80.0,178.0,343.0,106.0,222.0,415.0,,213.0,333.0,279.0,264.0,94.0,271.0,,433,266,1
613,345,1,595.0,457.0,371.0,466.0,594.0,363.0,,214.0,256.0,367.0,276.0,279.0,174.0,,433,266,1
614,346,0,222.0,178.0,82.0,415.0,106.0,344.0,,94.0,334.0,216.0,271.0,265.0,281.0,,433,265,1
615,346,1,467.0,594.0,371.0,457.0,362.0,595.0,,276.0,279.0,367.0,259.0,173.0,214.0,,433,265,1
616,347,0,108.0,177.0,82.0,346.0,222.0,416.0,,267.0,336.0,216.0,282.0,94.0,271.0,,434,265,1
617,347,1,596.0,468.0,371.0,362.0,594.0,456.0,,214.0,277.0,367.0,174.0,279.0,260.0,,434,265,1
618,348,0,222.0,82.0,176.0,416.0,347.0,108.0,,94.0,216.0,336.0,272.0,283.0,268.0,,434,265,1
619,348,1,596.0,456.0,361.0,594.0,370.0,469.0,,213.0,260.0,175.0,279.0,367.0,276.0,,434,265,1
620,349,0,82.0,175.0,347.0,108.0,222.0,416.0,,216.0,336.0,284.0,268.0,94.0,272.0,,434,265,1
621,349,1,470.0,370.0,595.0,594.0,456.0,362.0,,274.0,366.0,213.0,279.0,261.0,174.0,,434,265,1
622,350,0,416.0,109.0,347.0,174.0,222.0,81.0,,272.0,268.0,283.0,336.0,94.0,215.0,,433,265,1
623,350,1,457.0,361.0,596.0,471.0,370.0,594.0,,260.0,173.0,212.0,273.0,366.0,279.0,,433,265,1
624,351,0,173.0,82.0,416.0,222.0,347.0,109.0,,335.0,216.0,271.0,94.0,283.0,268.0,,433,265,1
625,351,1,370.0,457.0,362.0,596.0,594.0,471.0,,366.0,259.0,173.0,213.0,279.0,272.0,,433,265,1
626,352,0,348.0,222.0,173.0,416.0,83.0,110.0,,283.0,94.0,336.0,272.0,217.0,268.0,,434,265,1
627,352,1,596.0,471.0,594.0,371.0,457.0,362.0,,212.0,274.0,279.0,366.0,259.0,173.0,,434,265,1
628,353,0,110.0,172.0,350.0,416.0,83.0,222.0,,268.0,336.0,282.0,272.0,216.0,95.0,,434,266,1
629,353,1,371.0,457.0,594.0,596.0,471.0,361.0,,366.0,261.0,279.0,213.0,274.0,173.0,,434,266,1
630,354,0,173.0,83.0,111.0,416.0,222.0,352.0,,337.0,215.0,269.0,273.0,95.0,283.0,,434,266,1
631,354,1,372.0,458.0,361.0,596.0,469.0,594.0,,365.0,262.0,173.0,214.0,274.0,279.0,,434,266,1
632,355,0,111.0,416.0,173.0,222.0,83.0,353.0,,268.0,272.0,337.0,95.0,216.0,282.0,,434,266,1
633,355,1,372.0,596.0,467.0,594.0,359.0,458.0,,365.0,215.0,275.0,279.0,174.0,261.0,,434,266,1
634,356,0,353.0,222.0,174.0,111.0,416.0,84.0,,282.0,95.0,337.0,267.0,271.0,217.0,,434,266,1
635,356,1,358.0,459.0,594.0,372.0,467.0,596.0,,174.0,262.0,279.0,366.0,275.0,216.0,,434,266,1
636,357,0,222.0,111.0,173.0,353.0,417.0,84.0,,95.0,266.0,337.0,283.0,270.0,215.0,,434,266,1
637,357,1,597.0,594.0,372.0,357.0,459.0,464.0,,217.0,279.0,365.0,174.0,262.0,275.0,,434,266,1
638,358,0,174.0,111.0,84.0,353.0,417.0,222.0,,337.0,266.0,215.0,283.0,270.0,95.0,,433,266,1
639,358,1,597.0,372.0,464.0,594.0,357.0,,,217.0,365.0,276.0,279.0,173.0,,,433,266,1
640,359,0,222.0,417.0,174.0,83.0,111.0,354.0,,95.0,269.0,337.0,214.0,266.0,282.0,,434,266,1
641,359,1,372.0,464.0,597.0,356.0,594.0,,,365.0,276.0,217.0,174.0,279.0,,,434,266,1
642,360,0,83.0,112.0,418.0,355.0,222.0,174.0,,213.0,265.0,267.0,283.0,95.0,337.0,,433,266,1
643,360,1,594.0,372.0,598.0,355.0,467.0,,,279.0,365.0,218.0,173.0,276.0,,,433,266,1
644,361,0,418.0,83.0,173.0,222.0,356.0,112.0,,266.0,213.0,335.0,95.0,284.0,265.0,,433,265,1
645,361,1,593.0,372.0,468.0,355.0,598.0,,,279.0,365.0,275.0,173.0,219.0,,,433,265,1
646,362,0,113.0,418.0,357.0,84.0,222.0,174.0,,267.0,266.0,284.0,215.0,95.0,336.0,,434,265,1
647,362,1,593.0,354.0,599.0,372.0,467.0,,,280.0,174.0,218.0,365.0,274.0,,,434,265,1
648,363,0,83.0,173.0,222.0,358.0,113.0,418.0,,215.0,335.0,95.0,283.0,267.0,264.0,,434,265,1
649,363,1,469.0,354.0,600.0,372.0,593.0,,,275.0,174.0,218.0,365.0,280.0,,,434,265,1
650,364,0,84.0,113.0,173.0,222.0,359.0,418.0,,215.0,267.0,335.0,95.0,284.0,262.0,,434,265,1
651,364,1,470.0,353.0,371.0,593.0,463.0,600.0,,274.0,175.0,365.0,280.0,259.0,219.0,,434,265,1
