,time,team,x_pos_1,x_pos_2,x_pos_3,x_pos_4,x_pos_5,x_pos_6,x_pos_7,y_pos_1,y_pos_2,y_pos_3,y_pos_4,y_pos_5,y_pos_6,y_pos_7
1841,925,1,416.0,584.0,587.0,569.0,392.0,,,358.0,344.0,191.0,435.0,418.0,,
1842,926,0,513.0,353.0,210.0,223.0,471.0,75.0,,428.0,205.0,253.0,341.0,354.0,267.0,
1843,926,1,587.0,584.0,569.0,392.0,416.0,,,191.0,344.0,435.0,418.0,358.0,,
1844,927,0,353.0,471.0,223.0,210.0,75.0,514.0,,204.0,356.0,340.0,253.0,267.0,425.0,
1845,927,1,392.0,524.0,416.0,584.0,570.0,587.0,,418.0,428.0,357.0,344.0,435.0,191.0,
1846,928,0,472.0,209.0,225.0,354.0,524.0,75.0,,357.0,253.0,341.0,205.0,428.0,267.0,
1847,928,1,416.0,587.0,584.0,392.0,569.0,524.0,,358.0,191.0,345.0,418.0,435.0,429.0,
1848,929,0,524.0,354.0,225.0,76.0,209.0,472.0,,428.0,204.0,340.0,268.0,253.0,357.0,
1849,929,1,570.0,416.0,587.0,584.0,392.0,,,435.0,358.0,192.0,345.0,418.0,,
1850,930,0,354.0,75.0,225.0,473.0,209.0,513.0,,205.0,267.0,340.0,357.0,253.0,424.0,
1851,930,1,392.0,587.0,416.0,570.0,523.0,584.0,,418.0,191.0,358.0,435.0,429.0,346.0,
1852,931,0,226.0,210.0,513.0,355.0,75.0,473.0,,341.0,254.0,423.0,206.0,267.0,357.0,
1853,931,1,587.0,392.0,416.0,569.0,585.0,524.0,,191.0,418.0,358.0,435.0,346.0,428.0,
1854,932,0,356.0,474.0,523.0,74.0,210.0,226.0,,205.0,358.0,428.0,264.0,254.0,341.0,
1855,932,1,569.0,585.0,416.0,523.0,587.0,392.0,,435.0,346.0,357.0,428.0,192.0,418.0,
1856,933,0,226.0,357.0,475.0,210.0,524.0,74.0,,340.0,206.0,358.0,254.0,428.0,264.0,
1857,933,1,586.0,587.0,392.0,417.0,569.0,,,346.0,191.0,418.0,356.0,435.0,,
1858,934,0,226.0,474.0,518.0,357.0,210.0,74.0,,340.0,360.0,427.0,206.0,253.0,264.0,
1859,934,1,587.0,417.0,569.0,392.0,587.0,,,347.0,355.0,435.0,418.0,191.0,,
1860,935,0,74.0,358.0,227.0,515.0,474.0,210.0,,264.0,207.0,341.0,426.0,362.0,253.0,
1861,935,1,587.0,392.0,587.0,569.0,417.0,,,347.0,418.0,191.0,435.0,355.0,,
1862,936,0,523.0,74.0,473.0,358.0,210.0,228.0,,423.0,264.0,366.0,206.0,253.0,342.0,
1863,936,1,569.0,588.0,587.0,417.0,392.0,,,434.0,347.0,191.0,354.0,418.0,,
1864,937,0,210.0,473.0,517.0,358.0,228.0,74.0,,253.0,367.0,425.0,205.0,342.0,264.0,
1865,937,1,417.0,568.0,392.0,588.0,587.0,,,355.0,434.0,418.0,347.0,191.0,,
1866,938,0,74.0,210.0,474.0,516.0,228.0,359.0,,265.0,253.0,367.0,424.0,342.0,207.0,
1867,938,1,588.0,587.0,568.0,392.0,417.0,,,347.0,192.0,434.0,418.0,355.0,,
1868,939,0,360.0,228.0,210.0,74.0,517.0,474.0,,207.0,343.0,253.0,265.0,426.0,368.0,
1869,939,1,417.0,587.0,392.0,588.0,568.0,,,355.0,192.0,418.0,346.0,435.0,,
1870,940,0,517.0,473.0,360.0,74.0,228.0,210.0,,426.0,369.0,207.0,264.0,342.0,253.0,
1871,940,1,587.0,392.0,416.0,568.0,588.0,,,192.0,418.0,356.0,435.0,347.0,,
1872,941,0,229.0,518.0,474.0,210.0,360.0,74.0,,342.0,426.0,369.0,253.0,206.0,265.0,
1873,941,1,587.0,392.0,588.0,416.0,568.0,,,192.0,417.0,346.0,356.0,435.0,,
1874,942,0,75.0,210.0,520.0,474.0,230.0,360.0,,265.0,253.0,428.0,370.0,342.0,205.0,
1875,942,1,588.0,587.0,392.0,416.0,568.0,,,347.0,192.0,418.0,357.0,435.0,,
1876,943,0,210.0,360.0,474.0,230.0,520.0,76.0,,253.0,205.0,370.0,342.0,428.0,266.0,
1877,943,1,513.0,392.0,416.0,568.0,587.0,588.0,,416.0,418.0,357.0,435.0,192.0,347.0,
1878,944,0,76.0,360.0,231.0,474.0,511.0,210.0,,265.0,206.0,342.0,370.0,420.0,253.0,
1879,944,1,587.0,521.0,415.0,391.0,568.0,589.0,,192.0,428.0,359.0,418.0,435.0,347.0,
1880,945,0,210.0,361.0,475.0,232.0,509.0,77.0,,253.0,206.0,371.0,342.0,419.0,265.0,
1881,945,1,569.0,522.0,589.0,587.0,391.0,415.0,,435.0,428.0,347.0,191.0,418.0,359.0,
1882,946,0,77.0,232.0,363.0,476.0,510.0,210.0,,263.0,343.0,207.0,372.0,417.0,253.0,
1883,946,1,587.0,391.0,523.0,589.0,569.0,415.0,,191.0,418.0,428.0,347.0,434.0,359.0,
1884,947,0,509.0,233.0,364.0,476.0,210.0,76.0,,417.0,342.0,207.0,373.0,252.0,262.0,
1885,947,1,391.0,569.0,415.0,587.0,589.0,525.0,,418.0,434.0,359.0,192.0,348.0,427.0,
1886,948,0,365.0,233.0,509.0,76.0,210.0,478.0,,207.0,341.0,416.0,260.0,253.0,373.0,
1887,948,1,589.0,392.0,525.0,569.0,415.0,587.0,,348.0,418.0,427.0,434.0,359.0,192.0,
1888,949,0,365.0,480.0,509.0,75.0,209.0,233.0,,207.0,373.0,414.0,258.0,252.0,341.0,
1889,949,1,587.0,590.0,415.0,526.0,392.0,569.0,,192.0,349.0,357.0,426.0,418.0,435.0,
1890,950,0,481.0,510.0,74.0,234.0,209.0,365.0,,374.0,413.0,257.0,341.0,252.0,207.0,
1891,950,1,415.0,526.0,587.0,569.0,392.0,590.0,,353.0,426.0,192.0,435.0,418.0,349.0,
1892,951,0,210.0,234.0,366.0,510.0,73.0,481.0,,252.0,343.0,206.0,412.0,256.0,376.0,
1893,951,1,587.0,415.0,393.0,569.0,591.0,526.0,,192.0,350.0,418.0,435.0,348.0,427.0,
1894,952,0,210.0,366.0,74.0,481.0,510.0,235.0,,253.0,205.0,256.0,379.0,412.0,343.0,
1895,952,1,393.0,415.0,526.0,569.0,592.0,587.0,,418.0,348.0,427.0,435.0,348.0,192.0,
1896,953,0,210.0,510.0,367.0,481.0,75.0,234.0,,252.0,412.0,205.0,381.0,257.0,343.0,
1897,953,1,415.0,569.0,587.0,393.0,526.0,592.0,,347.0,435.0,192.0,418.0,428.0,348.0,
1898,954,0,482.0,75.0,210.0,511.0,235.0,368.0,,383.0,257.0,253.0,412.0,343.0,204.0,
1899,954,1,587.0,526.0,393.0,414.0,592.0,569.0,,192.0,428.0,419.0,347.0,348.0,435.0,
1900,955,0,74.0,510.0,368.0,210.0,482.0,235.0,,256.0,412.0,205.0,252.0,382.0,343.0,
1901,955,1,569.0,526.0,587.0,593.0,414.0,392.0,,435.0,428.0,192.0,347.0,347.0,420.0,
1902,956,0,369.0,482.0,235.0,74.0,510.0,209.0,,206.0,383.0,343.0,256.0,411.0,251.0,
1903,956,1,593.0,392.0,527.0,587.0,569.0,413.0,,348.0,421.0,428.0,192.0,434.0,346.0,
1904,957,0,509.0,75.0,210.0,237.0,370.0,482.0,,410.0,256.0,252.0,343.0,206.0,383.0,
1905,957,1,593.0,348.0,569.0,392.0,587.0,413.0,527.0,348.0,203.0,434.0,421.0,192.0,346.0,429.0
1906,958,0,509.0,209.0,482.0,237.0,370.0,75.0,,410.0,252.0,383.0,343.0,206.0,256.0,
1907,958,1,413.0,527.0,569.0,348.0,392.0,593.0,587.0,346.0,429.0,435.0,202.0,421.0,348.0,192.0
1908,959,0,209.0,76.0,483.0,238.0,509.0,371.0,,252.0,257.0,383.0,343.0,408.0,207.0,
1909,959,1,569.0,413.0,392.0,527.0,587.0,348.0,593.0,435.0,346.0,421.0,429.0,192.0,202.0,348.0
1910,960,0,371.0,238.0,484.0,76.0,507.0,209.0,,207.0,343.0,384.0,257.0,408.0,252.0,
1911,960,1,587.0,593.0,569.0,527.0,412.0,348.0,392.0,192.0,348.0,434.0,429.0,346.0,202.0,421.0
1912,961,0,506.0,77.0,239.0,484.0,372.0,210.0,,407.0,256.0,343.0,384.0,207.0,253.0,
1913,961,1,587.0,569.0,393.0,348.0,593.0,527.0,413.0,192.0,434.0,420.0,202.0,349.0,429.0,345.0
1914,962,0,240.0,485.0,210.0,372.0,507.0,77.0,,343.0,384.0,253.0,208.0,405.0,256.0,
1915,962,1,527.0,393.0,412.0,346.0,592.0,587.0,569.0,429.0,420.0,346.0,203.0,351.0,192.0,435.0
1916,963,0,77.0,240.0,486.0,506.0,210.0,373.0,,255.0,342.0,384.0,403.0,252.0,207.0,
1917,963,1,393.0,528.0,587.0,412.0,593.0,569.0,,421.0,429.0,192.0,345.0,352.0,435.0,
1918,964,0,76.0,210.0,240.0,374.0,486.0,507.0,,254.0,252.0,342.0,208.0,385.0,401.0,
1919,964,1,569.0,412.0,394.0,528.0,587.0,594.0,,436.0,345.0,420.0,429.0,192.0,351.0,
1920,965,0,486.0,240.0,210.0,375.0,76.0,507.0,,385.0,342.0,252.0,207.0,253.0,400.0,
1921,965,1,411.0,569.0,394.0,528.0,587.0,594.0,,342.0,436.0,421.0,429.0,192.0,352.0,
1922,966,0,210.0,375.0,241.0,486.0,508.0,76.0,,253.0,208.0,343.0,387.0,399.0,252.0,
1923,966,1,529.0,595.0,569.0,348.0,395.0,587.0,411.0,429.0,352.0,436.0,203.0,421.0,191.0,341.0
1924,967,0,241.0,508.0,76.0,486.0,210.0,375.0,,344.0,399.0,251.0,389.0,253.0,208.0,
1925,967,1,595.0,411.0,569.0,396.0,529.0,588.0,348.0,352.0,340.0,436.0,421.0,429.0,192.0,203.0
1926,968,0,210.0,241.0,76.0,508.0,486.0,376.0,,253.0,345.0,251.0,398.0,390.0,208.0,
1927,968,1,529.0,595.0,396.0,569.0,587.0,347.0,410.0,428.0,352.0,421.0,436.0,191.0,204.0,338.0
1928,969,0,241.0,508.0,376.0,486.0,76.0,210.0,,344.0,398.0,207.0,390.0,251.0,252.0,
1929,969,1,530.0,410.0,397.0,587.0,348.0,596.0,570.0,428.0,339.0,421.0,191.0,203.0,352.0,436.0
1930,970,0,209.0,241.0,509.0,486.0,76.0,377.0,,251.0,345.0,398.0,390.0,251.0,207.0,
1931,970,1,397.0,587.0,348.0,570.0,410.0,596.0,530.0,423.0,192.0,203.0,436.0,341.0,352.0,427.0
1932,971,0,210.0,510.0,75.0,486.0,242.0,377.0,,252.0,397.0,251.0,390.0,344.0,207.0,
1933,971,1,398.0,530.0,409.0,348.0,570.0,596.0,588.0,425.0,425.0,340.0,203.0,436.0,352.0,192.0
1934,972,0,243.0,76.0,486.0,510.0,209.0,378.0,,344.0,251.0,390.0,397.0,252.0,208.0,
1935,972,1,348.0,596.0,408.0,530.0,570.0,588.0,399.0,203.0,352.0,340.0,424.0,436.0,192.0,427.0
1936,973,0,209.0,510.0,486.0,243.0,76.0,378.0,,251.0,397.0,391.0,344.0,251.0,207.0,
1937,973,1,348.0,570.0,588.0,531.0,596.0,408.0,400.0,203.0,436.0,192.0,424.0,352.0,340.0,427.0
1938,974,0,378.0,486.0,510.0,76.0,244.0,209.0,,208.0,391.0,397.0,251.0,344.0,251.0,
1939,974,1,348.0,570.0,408.0,588.0,400.0,531.0,597.0,203.0,436.0,340.0,192.0,427.0,423.0,352.0
1940,975,0,486.0,77.0,209.0,510.0,244.0,378.0,,391.0,252.0,252.0,396.0,344.0,208.0,
1941,975,1,587.0,407.0,531.0,596.0,401.0,348.0,571.0,191.0,340.0,423.0,353.0,427.0,203.0,435.0
1942,976,0,245.0,510.0,487.0,209.0,379.0,77.0,,344.0,395.0,391.0,252.0,208.0,251.0,
1943,976,1,571.0,402.0,531.0,348.0,596.0,407.0,587.0,434.0,427.0,423.0,203.0,353.0,340.0,191.0
1944,977,0,246.0,487.0,78.0,512.0,209.0,379.0,,345.0,391.0,251.0,393.0,252.0,208.0,
1945,977,1,348.0,572.0,531.0,587.0,403.0,407.0,597.0,204.0,433.0,423.0,191.0,427.0,341.0,353.0
1946,978,0,512.0,379.0,487.0,246.0,79.0,210.0,,392.0,208.0,392.0,344.0,251.0,253.0,
1947,978,1,572.0,406.0,531.0,587.0,403.0,597.0,,431.0,340.0,423.0,191.0,427.0,354.0,
1948,979,0,246.0,490.0,510.0,380.0,79.0,209.0,,344.0,391.0,391.0,209.0,250.0,253.0,
1949,979,1,587.0,597.0,404.0,531.0,573.0,406.0,,192.0,355.0,428.0,423.0,430.0,340.0,
1950,980,0,79.0,209.0,510.0,247.0,381.0,490.0,,249.0,253.0,390.0,344.0,209.0,392.0,
1951,980,1,573.0,531.0,587.0,405.0,598.0,406.0,,430.0,422.0,191.0,428.0,355.0,340.0,
1952,981,0,381.0,209.0,247.0,79.0,509.0,491.0,,209.0,253.0,346.0,247.0,390.0,393.0,
1953,981,1,405.0,406.0,587.0,599.0,573.0,531.0,,427.0,341.0,192.0,355.0,430.0,423.0,
1954,982,0,247.0,508.0,209.0,381.0,492.0,78.0,,346.0,391.0,252.0,209.0,395.0,246.0,
1955,982,1,531.0,587.0,406.0,573.0,599.0,405.0,,423.0,192.0,341.0,429.0,355.0,428.0,
1956,983,0,78.0,382.0,209.0,492.0,247.0,508.0,,245.0,209.0,252.0,396.0,346.0,392.0,
1957,983,1,531.0,599.0,587.0,407.0,573.0,405.0,,423.0,355.0,192.0,339.0,429.0,427.0,
1958,984,0,508.0,209.0,248.0,493.0,382.0,78.0,,391.0,252.0,347.0,397.0,208.0,244.0,
1959,984,1,407.0,405.0,587.0,600.0,573.0,532.0,,339.0,427.0,192.0,355.0,429.0,423.0,
1960,985,0,210.0,77.0,508.0,498.0,383.0,248.0,,253.0,244.0,391.0,397.0,208.0,346.0,
1961,985,1,407.0,600.0,532.0,573.0,406.0,588.0,,338.0,355.0,423.0,429.0,428.0,192.0,
1962,986,0,210.0,383.0,248.0,499.0,499.0,77.0,,253.0,208.0,346.0,398.0,397.0,244.0,
1963,986,1,533.0,573.0,587.0,600.0,406.0,407.0,,422.0,429.0,191.0,355.0,429.0,337.0,
1964,987,0,210.0,77.0,499.0,384.0,249.0,,,253.0,244.0,398.0,209.0,346.0,,
1965,987,1,534.0,572.0,587.0,407.0,600.0,408.0,,420.0,429.0,191.0,429.0,355.0,336.0,
1966,988,0,499.0,249.0,210.0,77.0,384.0,,,398.0,347.0,253.0,244.0,208.0,,
1967,988,1,587.0,408.0,534.0,407.0,600.0,573.0,,191.0,336.0,420.0,429.0,355.0,428.0,
1968,989,0,210.0,77.0,384.0,250.0,499.0,,,253.0,244.0,208.0,347.0,398.0,,
1969,989,1,535.0,408.0,600.0,587.0,408.0,572.0,,418.0,430.0,354.0,191.0,336.0,428.0,
1970,990,0,385.0,77.0,251.0,210.0,498.0,,,207.0,244.0,346.0,253.0,398.0,,
1971,990,1,408.0,587.0,408.0,600.0,572.0,536.0,,336.0,192.0,430.0,354.0,428.0,416.0,
1972,991,0,384.0,210.0,77.0,251.0,498.0,,,208.0,253.0,244.0,346.0,398.0,,
1973,991,1,409.0,408.0,587.0,536.0,573.0,600.0,,431.0,336.0,192.0,415.0,427.0,355.0,
1974,992,0,77.0,252.0,210.0,498.0,385.0,,,244.0,347.0,253.0,398.0,208.0,,
1975,992,1,587.0,410.0,600.0,536.0,408.0,573.0,,192.0,430.0,355.0,415.0,336.0,426.0,
1976,993,0,252.0,385.0,210.0,498.0,78.0,,,346.0,208.0,253.0,398.0,244.0,,
1977,993,1,601.0,536.0,408.0,410.0,573.0,587.0,,355.0,415.0,336.0,429.0,425.0,192.0,
1978,994,0,210.0,79.0,386.0,252.0,498.0,,,253.0,245.0,208.0,346.0,398.0,,
1979,994,1,601.0,536.0,411.0,573.0,408.0,587.0,,354.0,415.0,428.0,424.0,336.0,192.0,
1980,995,0,210.0,252.0,632.0,79.0,387.0,498.0,,253.0,346.0,257.0,245.0,209.0,398.0,
1981,995,1,573.0,587.0,409.0,601.0,411.0,536.0,,423.0,192.0,337.0,354.0,428.0,415.0,
1982,996,0,253.0,210.0,499.0,388.0,633.0,79.0,,347.0,253.0,398.0,209.0,257.0,244.0,
1983,996,1,573.0,601.0,536.0,412.0,587.0,409.0,,422.0,354.0,415.0,430.0,193.0,337.0,
1984,997,0,499.0,210.0,389.0,79.0,253.0,633.0,,398.0,253.0,210.0,242.0,348.0,256.0,
1985,997,1,587.0,573.0,537.0,601.0,411.0,409.0,,193.0,422.0,414.0,354.0,429.0,337.0,
1986,998,0,78.0,633.0,253.0,389.0,500.0,210.0,,240.0,256.0,348.0,210.0,398.0,253.0,
1987,998,1,537.0,601.0,411.0,409.0,573.0,588.0,,413.0,354.0,429.0,337.0,422.0,192.0,
1988,999,0,500.0,210.0,633.0,77.0,389.0,252.0,,399.0,253.0,256.0,239.0,210.0,348.0,
1989,999,1,573.0,537.0,601.0,412.0,410.0,588.0,,422.0,413.0,353.0,427.0,337.0,192.0,
1990,1000,0,77.0,252.0,633.0,500.0,210.0,390.0,,238.0,348.0,256.0,399.0,253.0,209.0,
1991,1000,1,588.0,412.0,573.0,601.0,409.0,538.0,,193.0,427.0,421.0,353.0,337.0,412.0,
1992,1001,0,633.0,500.0,77.0,253.0,391.0,210.0,,257.0,400.0,237.0,348.0,208.0,253.0,
1993,1001,1,601.0,537.0,409.0,413.0,588.0,573.0,,354.0,411.0,337.0,427.0,193.0,420.0,
1994,1002,0,392.0,210.0,77.0,254.0,633.0,500.0,,207.0,253.0,237.0,348.0,257.0,401.0,
1995,1002,1,538.0,412.0,410.0,589.0,573.0,601.0,,410.0,431.0,337.0,193.0,420.0,353.0,
1996,1003,0,500.0,254.0,633.0,77.0,392.0,210.0,,401.0,349.0,257.0,237.0,207.0,253.0,
1997,1003,1,588.0,538.0,601.0,410.0,412.0,573.0,,194.0,409.0,353.0,337.0,431.0,420.0,
1998,1004,0,77.0,392.0,210.0,637.0,502.0,255.0,,237.0,208.0,253.0,255.0,402.0,348.0,
1999,1004,1,412.0,410.0,601.0,538.0,573.0,589.0,,432.0,337.0,353.0,408.0,420.0,193.0,
2000,1005,0,76.0,503.0,393.0,209.0,256.0,,,236.0,402.0,208.0,252.0,347.0,,
2001,1005,1,589.0,602.0,538.0,573.0,411.0,411.0,,193.0,353.0,407.0,419.0,431.0,337.0,
2002,1006,0,256.0,76.0,209.0,395.0,,,,347.0,237.0,251.0,209.0,,,
2003,1006,1,573.0,411.0,588.0,411.0,602.0,537.0,,418.0,338.0,192.0,430.0,352.0,406.0,
2004,1007,0,77.0,395.0,257.0,209.0,,,,237.0,209.0,347.0,252.0,,,
2005,1007,1,601.0,411.0,588.0,412.0,536.0,573.0,,353.0,339.0,192.0,429.0,407.0,418.0,
2006,1008,0,394.0,633.0,209.0,257.0,77.0,,,210.0,256.0,253.0,347.0,237.0,,
2007,1008,1,411.0,587.0,573.0,601.0,536.0,412.0,,429.0,192.0,417.0,353.0,407.0,339.0,
2008,1009,0,209.0,78.0,394.0,257.0,635.0,,,253.0,238.0,210.0,346.0,256.0,,
2009,1009,1,573.0,411.0,601.0,587.0,412.0,,,417.0,429.0,353.0,192.0,339.0,,
2010,1010,0,395.0,257.0,209.0,78.0,,,,210.0,346.0,253.0,236.0,,,
2011,1010,1,413.0,587.0,601.0,573.0,411.0,,,338.0,191.0,352.0,416.0,429.0,,
2012,1011,0,257.0,209.0,79.0,396.0,,,,347.0,252.0,236.0,210.0,,,
2013,1011,1,411.0,588.0,572.0,413.0,600.0,,,429.0,191.0,416.0,338.0,352.0,,
2014,1012,0,209.0,397.0,258.0,80.0,,,,251.0,210.0,348.0,236.0,,,
2015,1012,1,573.0,599.0,588.0,411.0,414.0,,,415.0,352.0,191.0,429.0,338.0,,
2016,1013,0,397.0,258.0,79.0,209.0,,,,211.0,348.0,234.0,252.0,,,
2017,1013,1,588.0,414.0,411.0,,,,,192.0,339.0,430.0,,,,
2018,1014,0,79.0,209.0,257.0,397.0,,,,234.0,253.0,348.0,211.0,,,
2019,1014,1,588.0,414.0,411.0,,,,,192.0,340.0,429.0,,,,
2020,1015,0,79.0,258.0,397.0,209.0,501.0,,,232.0,348.0,211.0,253.0,401.0,,
2021,1015,1,415.0,411.0,589.0,,,,,340.0,429.0,193.0,,,,
2022,1016,0,78.0,398.0,258.0,210.0,502.0,,,230.0,211.0,348.0,253.0,400.0,,
2023,1016,1,416.0,589.0,411.0,,,,,340.0,192.0,429.0,,,,
2024,1017,0,398.0,502.0,78.0,259.0,210.0,,,211.0,400.0,229.0,348.0,253.0,,
2025,1017,1,411.0,416.0,590.0,,,,,429.0,340.0,192.0,,,,
2026,1018,0,210.0,259.0,502.0,398.0,78.0,,,253.0,349.0,399.0,211.0,229.0,,
2027,1018,1,411.0,590.0,417.0,,,,,429.0,192.0,340.0,,,,
2028,1019,0,78.0,210.0,504.0,398.0,260.0,,,229.0,253.0,400.0,212.0,349.0,,
2029,1019,1,519.0,411.0,417.0,591.0,,,,398.0,429.0,341.0,192.0,,,
2030,1020,0,601.0,209.0,262.0,505.0,399.0,78.0,,347.0,252.0,348.0,400.0,212.0,228.0,
2031,1020,1,592.0,412.0,518.0,418.0,,,,192.0,428.0,398.0,341.0,,,
2032,1021,0,209.0,399.0,78.0,262.0,599.0,505.0,,253.0,212.0,229.0,348.0,353.0,400.0,
2033,1021,1,600.0,412.0,37.0,419.0,593.0,542.0,,347.0,428.0,248.0,341.0,193.0,401.0,
2034,1022,0,399.0,505.0,262.0,210.0,78.0,,,212.0,400.0,348.0,253.0,229.0,,
2035,1022,1,412.0,420.0,600.0,29.0,538.0,593.0,541.0,429.0,341.0,346.0,249.0,404.0,194.0,401.0
2036,1023,0,209.0,78.0,263.0,504.0,400.0,,,252.0,229.0,347.0,400.0,212.0,,
2037,1023,1,593.0,420.0,538.0,600.0,413.0,,,194.0,341.0,401.0,346.0,428.0,,
2038,1024,0,263.0,400.0,78.0,209.0,504.0,,,347.0,212.0,228.0,252.0,400.0,,
2039,1024,1,421.0,539.0,600.0,593.0,413.0,,,341.0,400.0,345.0,195.0,428.0,,
2040,1025,0,263.0,79.0,504.0,400.0,210.0,,,347.0,228.0,400.0,212.0,253.0,,
2041,1025,1,37.0,593.0,539.0,421.0,413.0,600.0,,248.0,196.0,400.0,340.0,429.0,346.0,
2042,1026,0,401.0,79.0,264.0,210.0,503.0,,,213.0,229.0,348.0,253.0,400.0,,
2043,1026,1,422.0,599.0,37.0,539.0,593.0,413.0,,340.0,346.0,250.0,399.0,196.0,429.0,
2044,1027,0,503.0,401.0,264.0,79.0,209.0,516.0,,400.0,213.0,349.0,228.0,252.0,399.0,
2045,1027,1,540.0,423.0,413.0,598.0,593.0,,,398.0,340.0,429.0,346.0,196.0,,
2046,1028,0,402.0,502.0,265.0,210.0,79.0,516.0,,213.0,399.0,349.0,253.0,229.0,399.0,
2047,1028,1,598.0,593.0,541.0,424.0,413.0,,,345.0,195.0,397.0,340.0,429.0,,
2048,1029,0,265.0,501.0,402.0,79.0,526.0,210.0,,350.0,399.0,214.0,228.0,397.0,253.0,
2049,1029,1,593.0,597.0,425.0,413.0,541.0,,,195.0,344.0,338.0,429.0,397.0,,
2050,1030,0,402.0,79.0,500.0,265.0,210.0,522.0,,213.0,227.0,399.0,350.0,253.0,402.0,
2051,1030,1,542.0,425.0,594.0,596.0,414.0,,,397.0,337.0,196.0,343.0,428.0,,
2052,1031,0,210.0,514.0,78.0,403.0,500.0,265.0,,253.0,400.0,225.0,213.0,398.0,350.0,
2053,1031,1,594.0,542.0,414.0,596.0,426.0,,,196.0,397.0,427.0,342.0,336.0,,
2054,1032,0,78.0,210.0,527.0,500.0,265.0,403.0,,225.0,253.0,398.0,398.0,350.0,212.0,
2055,1032,1,414.0,427.0,572.0,543.0,597.0,595.0,,426.0,333.0,410.0,398.0,340.0,194.0,
2056,1033,0,267.0,501.0,404.0,78.0,531.0,210.0,,350.0,398.0,212.0,224.0,396.0,253.0,
2057,1033,1,416.0,572.0,597.0,544.0,428.0,595.0,,423.0,409.0,339.0,397.0,333.0,194.0,
2058,1034,0,267.0,501.0,209.0,531.0,78.0,404.0,,350.0,398.0,252.0,396.0,224.0,212.0,
2059,1034,1,596.0,416.0,598.0,545.0,572.0,428.0,,193.0,423.0,338.0,397.0,410.0,333.0,
2060,1035,0,268.0,209.0,79.0,529.0,501.0,405.0,,349.0,252.0,224.0,397.0,398.0,212.0,
2061,1035,1,416.0,572.0,598.0,428.0,545.0,596.0,,420.0,409.0,338.0,333.0,396.0,194.0,
2062,1036,0,501.0,210.0,269.0,529.0,405.0,80.0,,399.0,253.0,349.0,396.0,212.0,224.0,
2063,1036,1,428.0,546.0,37.0,417.0,598.0,573.0,596.0,333.0,396.0,248.0,418.0,336.0,408.0,194.0
2064,1037,0,406.0,501.0,530.0,80.0,210.0,270.0,,212.0,399.0,395.0,224.0,253.0,349.0,
2065,1037,1,418.0,599.0,548.0,596.0,429.0,37.0,572.0,417.0,335.0,395.0,195.0,333.0,248.0,408.0
2066,1038,0,210.0,270.0,528.0,407.0,80.0,501.0,,253.0,348.0,397.0,212.0,223.0,399.0,
2067,1038,1,596.0,419.0,598.0,429.0,573.0,550.0,37.0,196.0,417.0,335.0,332.0,408.0,394.0,248.0
2068,1039,0,407.0,209.0,270.0,501.0,80.0,,,212.0,252.0,348.0,399.0,223.0,,
2069,1039,1,419.0,599.0,429.0,573.0,596.0,551.0,,417.0,335.0,332.0,407.0,197.0,394.0,
2070,1040,0,270.0,209.0,407.0,81.0,502.0,,,347.0,252.0,212.0,223.0,399.0,,
2071,1040,1,596.0,419.0,552.0,573.0,599.0,430.0,,197.0,416.0,394.0,407.0,334.0,331.0,
2072,1041,0,271.0,503.0,81.0,408.0,209.0,,,346.0,399.0,223.0,212.0,252.0,,
2073,1041,1,551.0,419.0,600.0,572.0,430.0,597.0,,394.0,416.0,333.0,407.0,330.0,197.0,
2074,1042,0,408.0,209.0,81.0,502.0,271.0,,,212.0,252.0,224.0,399.0,346.0,,
2075,1042,1,551.0,597.0,599.0,430.0,419.0,572.0,,394.0,197.0,332.0,329.0,416.0,406.0,
2076,1043,0,209.0,81.0,523.0,409.0,501.0,272.0,,252.0,223.0,393.0,213.0,398.0,346.0,
2077,1043,1,419.0,597.0,572.0,552.0,430.0,599.0,,415.0,198.0,407.0,393.0,329.0,331.0,
2078,1044,0,272.0,209.0,81.0,523.0,500.0,410.0,,346.0,252.0,223.0,394.0,399.0,213.0,
2079,1044,1,419.0,431.0,600.0,597.0,572.0,552.0,,416.0,328.0,329.0,199.0,406.0,392.0,
2080,1045,0,519.0,209.0,81.0,499.0,410.0,273.0,,396.0,252.0,223.0,399.0,212.0,346.0,
2081,1045,1,431.0,597.0,600.0,418.0,552.0,572.0,,327.0,199.0,328.0,415.0,391.0,406.0,
2082,1046,0,209.0,81.0,499.0,411.0,273.0,519.0,,252.0,223.0,399.0,212.0,346.0,397.0,
2083,1046,1,572.0,552.0,431.0,418.0,600.0,597.0,,406.0,391.0,326.0,416.0,328.0,199.0,
2084,1047,0,499.0,79.0,209.0,274.0,514.0,411.0,,399.0,222.0,252.0,347.0,397.0,212.0,
2085,1047,1,573.0,553.0,419.0,600.0,599.0,432.0,,404.0,391.0,413.0,327.0,200.0,325.0,
2086,1048,0,274.0,498.0,519.0,79.0,412.0,209.0,,346.0,399.0,396.0,222.0,212.0,252.0,
2087,1048,1,599.0,600.0,420.0,433.0,554.0,573.0,,199.0,326.0,412.0,324.0,390.0,403.0,
2088,1049,0,274.0,79.0,412.0,519.0,498.0,209.0,,346.0,222.0,212.0,396.0,399.0,252.0,
